2026-08-17 10:44:44 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-08-17 10:44:44 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5742 case references
2026-08-17 10:44:44 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-08-17 10:44:44 | INFO     | ss_crawler | [cases_scraper] Loaded 5742 case and 2895 PSU references
2026-08-17 10:44:44 | INFO     | ss_crawler | [cases_scraper] Scraping cases category: /lv/electronics/computers/completing-pc/cases/
2026-08-17 10:44:44 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/lv/electronics/computers/completing-pc/cases/
2026-08-17 10:44:48 | INFO     | ss_crawler | [cases_scraper] Found 60 listings on page 1
2026-08-17 10:44:48 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/cases/leboh.html
2026-08-17 10:44:49 | INFO     | ss_crawler | [cases_scraper] [NEW] PSU leboh -> Chieftec Vega M: New
2026-08-17 10:44:50 | INFO     | ss_crawler | [image_downloader] Downloaded image for leboh (stored as leboh_8a250e64.jpg, 102296 bytes)
2026-08-17 10:44:50 | INFO     | ss_crawler | [cases_scraper] Image saved locally: psu\leboh_8a250e64.jpg
2026-08-17 10:44:50 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/cases/leboh.html
2026-08-17 10:44:52 | INFO     | ss_crawler | [cases_scraper] [UNCHANGED] PSU leboh -> Chieftec Vega M: Unchanged
2026-08-17 10:44:52 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/cases/bbobkn.html
2026-08-17 10:44:55 | INFO     | ss_crawler | [cases_scraper] [NEW] CASE bbobkn -> Fractal Design Meshify 2: New
2026-08-17 10:44:55 | INFO     | ss_crawler | [image_downloader] Downloaded image for bbobkn (stored as bbobkn_528fd0bb.jpg, 70780 bytes)
2026-08-17 10:44:55 | INFO     | ss_crawler | [cases_scraper] Image saved locally: cases\bbobkn_528fd0bb.jpg
2026-08-17 10:44:55 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/cases/bbobkn.html
2026-08-17 10:44:59 | INFO     | ss_crawler | [cases_scraper] [UNCHANGED] CASE bbobkn -> Fractal Design Meshify 2: Unchanged
2026-08-17 10:44:59 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/cases/ccjcee.html
2026-08-17 10:45:02 | INFO     | ss_crawler | [cases_scraper] [NEW] CASE ccjcee: New
2026-08-17 10:45:02 | INFO     | ss_crawler | [image_downloader] Downloaded image for ccjcee (stored as ccjcee_ff2a5de2.jpg, 63556 bytes)
2026-08-17 10:45:02 | INFO     | ss_crawler | [cases_scraper] Image saved locally: cases\ccjcee_ff2a5de2.jpg
2026-08-17 10:45:02 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/cases/ccjcee.html
2026-08-17 10:45:05 | INFO     | ss_crawler | [cases_scraper] [UNCHANGED] CASE ccjcee: Unchanged
2026-08-17 10:45:05 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/cases/bbmfmn.html
2026-08-17 10:45:08 | INFO     | ss_crawler | [cases_scraper] [NEW] CASE bbmfmn: New
